run_id,timestamp,db_host,tenant,database,workload,operation,elapsed_ms,qps_or_tps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_count,rows_inserted,rows_read,rows_updated,notes
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,127.55,,,,,,0,0,1000,0,step=132
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,124.742,,,,,,0,0,1000,0,step=133
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,126.252,,,,,,0,0,1000,0,step=134
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,122.837,,,,,,0,0,1000,0,step=135
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,135.707,,,,,,0,0,1000,0,step=136
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,129.221,,,,,,0,0,1000,0,step=137
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,130.716,,,,,,0,0,1000,0,step=138
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,121.78,,,,,,0,0,1000,0,step=139
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,group_by,118.139,,,,,,0,0,1000,0,step=140
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,135.09,,,,,,0,0,0,1,step=141
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,138.83,,,,,,0,0,0,1,step=142
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,144.404,,,,,,0,0,0,1,step=143
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,109.572,,,,,,0,0,0,1,step=144
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,160.609,,,,,,0,0,0,1,step=145
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,233.573,,,,,,0,0,0,1,step=146
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,124.22,,,,,,0,0,0,1,step=147
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,124.367,,,,,,0,0,0,1,step=148
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,127.538,,,,,,0,0,0,1,step=149
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,108.284,,,,,,0,0,0,1,step=150
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,152.179,,,,,,0,0,0,1,step=151
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,126.602,,,,,,0,0,0,1,step=152
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,131.117,,,,,,0,0,0,1,step=153
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,117.149,,,,,,0,0,0,1,step=154
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,123.729,,,,,,0,0,0,1,step=155
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,125.171,,,,,,0,0,0,1,step=156
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,138.011,,,,,,0,0,0,1,step=157
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,126.132,,,,,,0,0,0,1,step=158
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,131.138,,,,,,0,0,0,1,step=159
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,119.335,,,,,,0,0,0,1,step=160
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,144.434,,,,,,0,0,0,1,step=161
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,124.133,,,,,,0,0,0,1,step=162
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,127.048,,,,,,0,0,0,1,step=163
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,update,126.567,,,,,,0,0,0,1,step=164
